# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 6.143843272361712,1.3002766088314148,5.205290667114773,116.75587686099253,0.5167823642674967,0.5021743429799582,-3.744420644489387,-25.32979050070796,-111.22656278280566,86.15416072325752
 6.149728481160718,1.2989344050762168,5.208030290293927,116.10128531502,0.5199676552714304,0.541236702506091,-3.69868496453475,-24.822755275948488,-110.5558446605786,86.16286730055316
 6.155576116223256,1.297623296394979,5.210784677326076,115.4547950814143,0.5233659166213271,0.5811343070410278,-3.6508091223082837,-24.31890627203298,-109.84861378594971,86.171196271288
 6.161385287281959,1.296342819711514,5.213553767167422,114.81666569337028,0.5269788240104522,0.6219316581686991,-3.600921650712683,-23.818323052559965,-109.10609230511442,86.17898441102766
 6.167155120734227,1.2950925119496328,5.216337498774158,114.187141712142,0.5308082506446417,0.6636979500134852,-3.5491525820369034,-23.321084665422735,-108.32952547988677,86.18606697979004
 6.172884759554058,1.2938719100331473,5.219135811102484,113.56645265761863,0.5348562839149439,0.7065075823439095,-3.495632711865213,-22.82726963032682,-107.52017511108662,86.19227879534613
 6.17857336311332,1.2926805508858692,5.221948643108597,112.95481300678921,0.539125242764709,0.750440561605722,-3.4404929049401876,-22.33695592639069,-106.67931330010828,86.19745531609576
 6.184220106915369,1.2915179714316105,5.224775933748694,112.35242225560499,0.543617696696061,0.7955830986562463,-3.3838634362549707,-21.85022097983214,-105.80821633651951,86.20143375536385
 6.189824182242718,1.2903837085941823,5.227617621978972,111.75946504100271,0.5483364859623231,0.8420281653306319,-3.325873378973222,-21.36714165174162,-104.90815890636648,86.2040542095733
 6.195384795721884,1.2892772992973964,5.230473646755629,111.17611131851346,0.5532847434634093,0.8898761835588351,-3.2666500372142595,-20.887794225945097,-103.98040852960048,86.20516081411745
