# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.25,5.525,0.0,0,1.0,0,0.0,0.0,0.0
 0.15408661186394992,1.2618713419778558,5.525,0.0,0.15408661186394992,1.0,0,0.0,0.0,0.0
 0.21710583085677043,1.2735674708960043,5.525,0.0,0.21710583085677043,1.0,0,0.0,0.0,0.0
 0.26491432487878536,1.2850897997629913,5.525,0.0,0.26491432487878536,1.0,0,0.0,0.0,0.0
 0.30476135446399105,1.2964397415873632,5.525,0.0,0.30476135446399105,1.0,0,0.0,0.0,0.0
 0.33946637352664455,1.3076187093776657,5.525,0.0,0.33946637352664455,1.0,0,0.0,0.0,0.0
 0.3704810822226816,1.3186281161424447,5.525,0.0,0.37048108222268167,1.0000000000000018,0,0.0,0.0,0.0
 0.3986712301891042,1.3294693748902469,5.525,0.0,0.3986712301891043,1.0,0,0.0,0.0,0.0
 0.42460310556946584,1.3401438986296175,5.525,0.0,0.4246031055694659,1.0,0,0.0,0.0,0.0
 0.44867159564452785,1.3506531003691034,5.525,0.0,0.4486715956445279,1.0,0,0.0,0.0,0.0
 0.4711653491445435,1.3609983931172498,5.525,0.0,0.47116534914454355,1.0,0,0.0,0.0,0.0
 0.4923031380818188,1.3711811898826032,5.525,0.0,0.49230313808181886,1.0,0,0.0,0.0,0.0
 0.5122556074338463,1.3812029036737095,5.525,0.0,0.5122556074338465,1.0000000000000029,0,0.0,0.0,0.0
 0.5311590110298692,1.3910649474991144,5.525,0.0,0.5311590110298693,1.0,0,0.0,0.0,0.0
 0.5491242743994563,1.4007687343673647,5.525,0.0,0.5491242743994564,1.0,0,0.0,0.0,0.0
 0.5662431938434326,1.4103156772870056,5.525,0.0,0.5662431938434327,1.0,0,0.0,0.0,0.0
 0.5825928067983397,1.4197071892665838,5.525,0.0,0.5825928067983398,1.0,0,0.0,0.0,0.0
 0.5982385532789488,1.4289446833146449,5.525,0.0,0.5982385532789489,1.0,0,0.0,0.0,0.0
 0.6132366141054123,1.4380295724397352,5.525,0.0,0.6132366141054124,1.0,0,0.0,0.0,0.0
 0.6276356740186152,1.4469632696504007,5.525,0.0,0.6276356740186153,1.0,0,0.0,0.0,0.0
 0.6414782739192137,1.4557471879551869,5.525,0.0,0.6414782739192139,1.0,0,0.0,0.0,0.0
 0.654801863715492,1.4643827403626408,5.525,0.0,0.6548018637154921,1.0,0,0.0,0.0,0.0
 0.6676396331574503,1.4728713398813074,5.525,0.0,0.6676396331574505,1.0,0,0.0,0.0,0.0
 0.6800211754346086,1.4812143995197333,5.525,0.0,0.6800211754346087,1.0,0,0.0,0.0,0.0
 0.6919730230095169,1.4894133322864647,5.525,0.0,0.691973023009517,1.0,0,0.0,0.0,0.0
 0.7035190845883957,1.497469551190047,5.525,0.0,0.7035190845883958,1.0,0,0.0,0.0,0.0
 0.7146810046993369,1.5053844692390268,5.525,0.0,0.714681004699337,1.0,0,0.0,0.0,0.0
 0.7254784620399836,1.51315949944195,5.525,0.0,0.7254784620399837,1.0,0,0.0,0.0,0.0
 0.7359294189083111,1.5207960548073622,5.525,0.0,0.7359294189083112,1.0,0,0.0,0.0,0.0
 0.7460503312026744,1.52829554834381,5.525,0.0,0.7460503312026745,1.0,0,0.0,0.0,0.0
 0.7558563263740526,1.5356593930598392,5.525,0.0,0.7558563263740528,1.0,0,0.0,0.0,0.0
 0.7653613551310199,1.5428890019639956,5.525,0.0,0.76536135513102,1.0,0,0.0,0.0,0.0
 0.7745783214947676,1.5499857880648258,5.525,0.0,0.7745783214947677,1.0,0,0.0,0.0,0.0
 0.783519194877669,1.5569511643708753,5.525,0.0,0.7835191948776691,1.0,0,0.0,0.0,0.0
 0.7921951071430445,1.56378654389069,5.525,0.0,0.7921951071430446,1.0,0,0.0,0.0,0.0
 0.8006164370443772,1.5704933396328167,5.525,0.0,0.8006164370443773,1.0,0,0.0,0.0,0.0
 0.8087928840015851,1.5770729646058008,5.525,0.0,0.8087928840015852,1.0,0,0.0,0.0,0.0
 0.8167335328222887,1.5835268318181883,5.525,0.0,0.8167335328222888,1.0,0,0.0,0.0,0.0
 0.8244469106965293,1.5898563542785256,5.525,0.0,0.8244469106965294,1.0,0,0.0,0.0,0.0
 0.8319410375685986,1.5960629449953583,5.525,0.0,0.8319410375685987,1.0,0,0.0,0.0,0.0
 0.8392234708076663,1.602148016977233,5.525,0.0,0.8392234708076665,1.0,0,0.0,0.0,0.0
 0.8463013449507157,1.6081129832326952,5.525,0.0,0.8463013449507159,1.0,0,0.0,0.0,0.0
 0.8531814071700005,1.6139592567702912,5.525,0.0,0.8531814071700006,1.0,0,0.0,0.0,0.0
 0.8598700490173697,1.619688250598567,5.525,0.0,0.8598700490173699,1.0,0,0.0,0.0,0.0
 0.8663733349152297,1.6253013777260685,5.525,0.0,0.8663733349152298,1.0,0,0.0,0.0,0.0
 0.8726970277952613,1.6308000511613416,5.525,0.0,0.8726970277952614,1.0,0,0.0,0.0,0.0
 0.8788466122287013,1.6361856839129327,5.525,0.0,0.8788466122287013,0.9999999999999819,0,0.0,0.0,0.0
 0.8848273153439463,1.6414596889893878,5.525,0.0,0.8848273153439462,0.9999999999999815,0,0.0,0.0,0.0
 0.8906441257867841,1.6466234793992525,5.525,0.0,0.890644125786784,1.0,0,0.0,0.0,0.0
